id,Response
381110,0.0004011187726018283
381111,0.2976705040643966
381112,0.2980920861377993
381113,0.007194441821686424
381114,0.0003188664896859897
381115,0.00032121134704817564
381116,0.0008435700613478848
381117,0.00034264393377511203
381118,0.36969830002956916
381119,0.0011075276624314772
381120,0.0011401491795128551
381121,0.21656237588097066
381122,0.0004192424254713037
381123,0.32933038063137343
381124,0.176293935163908
381125,0.0006644298583891191
381126,0.14190771924498402
381127,0.2900652332766553
381128,0.00033596664925711296
381129,0.0003161409219677409
381130,0.0002320830177099392
381131,0.0002819555942629862
381132,0.06407272908492516
381133,0.30316584815465814
381134,0.18748095315650093
381135,0.0003191006776504616
381136,0.00022198005582317989
381137,0.0009197164689369003
381138,0.001099025774576954
381139,0.00025292126358034215
381140,0.11763964619105563
381141,0.00032776064676714566
381142,0.0005134714967555846
381143,0.000402609686399494
381144,0.11293923725163144
381145,0.27916065187485417
381146,0.0003565307779858154
381147,0.036083810624153126
381148,0.0003735677898910644
381149,0.0007576860674776564
381150,0.3003058920722094
381151,0.29015006288643824
381152,0.0006821675121784508
381153,0.2732282495256213
381154,0.3905701931192693
381155,0.37985180882446223
381156,0.0004931028806747797
381157,0.021441054573772055
381158,0.2945158501516169
381159,0.14591997446761762
381160,0.3304076239125515
381161,0.00627826142745541
381162,0.0003256586162856161
381163,0.303326566841152
381164,0.0004327096742277138
381165,0.13971612218396046
381166,0.2037106531597872
381167,0.00037580374365108035
381168,0.00040333695099360436
381169,0.04049154771607744
381170,0.0003136046181681545
381171,0.0005065395928502535
381172,0.3685053769709485
381173,0.10776159222782394
381174,0.00022729379705973472
381175,0.00029352643319157593
381176,0.0007373866133007498
381177,0.3049029090238698
381178,0.17283900123742102
381179,0.0005228156156887893
381180,0.024237005592970484
381181,0.00021171051237135
381182,0.26421431266462
381183,0.00027396379139071653
381184,0.005374779845286627
381185,0.0004176432536153225
381186,0.37493716882403616
381187,0.44574111253617493
381188,0.21771392468415407
381189,0.06139991969365132
381190,0.0008607323353479151
381191,0.20267310227747645
381192,0.17861860564362525
381193,0.0034141275973309662
381194,0.21676251057363277
381195,0.0635342842660376
381196,0.00044341681217839666
381197,0.03658466591665496
381198,0.14254108398358006
381199,0.44350295316694355
381200,0.00041978772067143043
381201,0.0009041275140419488
381202,0.2928596351246538
381203,0.5151238387949718
381204,0.08046380648920783
381205,0.00026342207337443866
381206,0.07803520034529407
381207,0.0002855457922737966
381208,0.029175994712414506
381209,0.00029351575393016027
381210,0.17775166951730925
381211,0.00016677586503864984
381212,0.3300381313526588
381213,0.2699620008066248
381214,0.17363467566212398
381215,0.07300447702447202
381216,0.05561263067142811
381217,0.00040875372427249276
381218,0.3376221755772759
381219,0.19122449867414676
381220,0.001437056467213753
381221,0.29864830813563686
381222,0.00038077922068932774
381223,0.000988887796699602
381224,0.10257775695615547
381225,0.3885306807888702
381226,0.36051692750593595
381227,0.3130595526870017
381228,0.0304672609508125
381229,0.2346933032819682
381230,0.0002834874544696374
381231,0.0003331325021899475
381232,0.348371696547255
381233,0.000311889916444474
381234,0.30630671908445717
381235,0.0003206181455835322
381236,0.1401062312576586
381237,0.00023081469616158566
381238,0.00025695196329883865
381239,0.00031277147127782155
381240,0.0002710852836523349
381241,0.2708981414054784
381242,0.000272668334865541
381243,0.0008633468525059067
381244,0.09164385607181687
381245,0.0002782079884951188
381246,0.3467838544730627
381247,0.4070913191920379
381248,0.00027908047422749377
381249,0.08687446898890366
381250,0.0004653880301792334
381251,0.0009333181536452705
381252,0.0003560088014245383
381253,0.000438354609616147
381254,0.00022984975190530748
381255,0.2384764931944362
381256,0.365951767309332
381257,0.00024015889581587382
381258,0.005444870320112076
381259,0.14420420784419383
381260,0.04126605442635793
381261,0.34614556826802734
381262,0.37014607869597493
381263,0.00027518205957481726
381264,0.32723840758668593
381265,0.1142021282977368
381266,0.00032804262241389426
381267,0.00017622182657406452
381268,0.0002828327322177498
381269,0.08729947476603621
381270,0.11326849002899372
381271,0.18687100463690823
381272,0.00040542689904310555
381273,0.00034846722358021655
381274,0.0002730872364842781
381275,0.0008984617094491158
381276,0.08313397533803588
381277,0.0004336203695362919
381278,0.22345133328972924
381279,0.4003539499273467
381280,0.0002892445929203897
381281,0.15566825733609355
381282,0.00030805815653110215
381283,0.000729080033152331
381284,0.2752086796597753
381285,0.0002630784487706076
381286,0.00022336435536834156
381287,0.003650203501712718
381288,0.26297723150817515
381289,0.3052458461740198
381290,0.3373528905386416
381291,0.148567892043418
381292,0.16006411920284344
381293,0.0005433121332817654
381294,0.1054625513417741
381295,0.00024276148888751215
381296,0.4876018701026844
381297,0.00023545170862840971
381298,0.0007003321977956606
381299,0.0006522977964505623
381300,0.04287860588149769
381301,0.14155498545449585
381302,0.00020134671424751896
381303,0.00026381609030582136
381304,0.0008582394443491664
381305,0.032933494217540424
381306,0.2943398569736725
381307,0.00022734602503656265
381308,0.31454807035806925
381309,0.0002692233452715241
381310,0.3647368401791182
381311,0.00023087059373259384
381312,0.000366092218760445
381313,0.3677732822356732
381314,0.021526094449232397
381315,0.0002430867047497754
381316,0.2790821464492288
381317,0.03240557785972425
381318,0.30365624665848046
381319,0.0004127450215941418
381320,0.1452668656061055
381321,0.27924920163212624
381322,0.17558532258378431
381323,0.018285560291968952
381324,0.0004281879913221324
381325,0.21095922262922084
381326,0.0003678639232195132
381327,0.14984088512443416
381328,0.00037850376263956953
381329,0.1563132835822686
381330,0.0008140282478657148
381331,0.27817512002931805
381332,0.00041781746428627003
381333,0.00021267911561270833
381334,0.0002662688952860529
381335,0.0004202251077923244
381336,0.0003669138030577024
381337,0.00027747613957416437
381338,0.2498383765677189
381339,0.06355984512188698
381340,0.001644381691791853
381341,0.00038451801596670065
381342,0.00036455283350686105
381343,0.000260879578894438
381344,0.33619006444607524
381345,0.0002500712969373596
381346,0.03339264938085926
381347,0.24299681157849562
381348,0.0026892602666846
381349,0.00018975671177254598
381350,0.000256621923871495
381351,0.29402947473564156
381352,0.0007653021685545657
381353,0.2361372595483719
381354,0.00021754328316084514
381355,0.001074626055697697
381356,0.0002200783701065756
381357,0.00021760866964914922
381358,0.001165718847736489
381359,0.2491688942563665
381360,0.1758803784801983
381361,0.00028907277101752237
381362,0.05321913389093901
381363,0.0669857485735664
381364,0.0004235094597608616
381365,0.3616936345500066
381366,0.2955250806489529
381367,0.17941377279660556
381368,0.00032502942120605735
381369,0.381878242929245
381370,0.0004612238734122623
381371,0.2526067553931519
381372,0.20134733301128382
381373,0.00021579269948306492
381374,0.19744617591997496
381375,0.0006224065254743642
381376,0.27837597081852794
381377,0.010609184202781648
381378,0.3051724557321816
381379,0.07726956724600696
381380,0.00020862666533696044
381381,0.3321842245160817
381382,0.3258885805755986
381383,0.0003413392365647686
381384,0.26987878068390425
381385,0.10296829902464187
381386,0.2494670915857903
381387,0.31669223594138274
381388,0.31817566376795214
381389,0.21835322433432366
381390,0.17957812589130975
381391,0.1949854700026335
381392,0.3059446762280931
381393,0.00025972974913684733
381394,0.00021796826490414278
381395,0.06514905636985305
381396,0.00022840225565728706
381397,0.001064891988174731
381398,0.0003227008081114739
381399,0.00015560973131188423
381400,0.00036507750089379985
381401,0.033357295781693615
381402,0.2651726944197856
381403,0.0012749658678342093
381404,0.03457058771006204
381405,0.26345937466991
381406,0.5090960830402657
381407,0.40211386507971536
381408,0.14485122075330012
381409,0.018920011019491756
381410,0.0005847870312443248
381411,0.14431647163156372
381412,0.06444999087016046
381413,0.07356181802280126
381414,0.21825355668516194
381415,0.0024420040927162065
381416,0.0002287357316624801
381417,0.3153301038518016
381418,0.00023973925795587827
381419,0.00042849517439872575
381420,0.0003023204954203632
381421,0.2691126412656377
381422,0.12536177810923305
381423,0.288214404584034
381424,0.0010759167488125412
381425,0.3700994073961952
381426,0.010655673825335965
381427,0.00023623897524137794
381428,0.18912854001945117
381429,0.32794723716846474
381430,0.1694251944460858
381431,0.047495757076949016
381432,0.20653969790890067
381433,0.29053289254034825
381434,0.0002198378936330551
381435,0.19682892043316905
381436,0.2558336397940609
381437,0.15191013636752226
381438,0.4019092885676789
381439,0.23324306880917264
381440,0.000883151364623178
381441,0.1966545071183145
381442,0.3874055637518687
381443,0.10028226264035818
381444,0.0002774931545281344
